"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-1.43712837222823
2.4,0,2,-0.850166762521794
2.4,0,4,-0.568095339443518
2.4,0,6.00000000000001,-0.605872197446502
2.4,0,7.99999999999998,-0.977280139776016
2.4,0,10,-1.693919325916
