"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,0.969674533102082
2.4,0,2,1.31398218910053
2.4,0,4,1.44280910307258
2.4,0,6.00000000000001,1.35690229960834
2.4,0,7.99999999999998,1.05788422605845
2.4,0,10,0.553310990337588
