"Freq [GHz]","dB(St(1,1)) []"
1.2,-5.62171526567279
1.206,-5.64314919195782
1.212,-5.6631461910003
1.218,-5.68462635685489
1.224,-5.71058844535804
1.23,-5.74422236292551
1.236,-5.78836725587586
1.242,-5.84510912231138
1.248,-5.91575263474761
1.254,-6.00096312055532
1.26,-6.10091569356901
1.266,-6.21536192374852
1.272,-6.3433435687718
1.278,-6.48225149248389
1.284,-6.62672119600184
1.29,-6.76889081473324
1.296,-6.90096848467332
1.302,-7.0186392660253
1.308,-7.12257120445743
1.314,-7.21720246891349
1.32,-7.30844684707546
1.326,-7.40206051672539
1.332,-7.50310755198912
1.338,-7.61611411109195
1.344,-7.74541201259833
1.35,-7.89535988063816
1.356,-8.07029964917517
1.362,-8.2742270383013
1.368,-8.51026593176402
1.374,-8.7801370260757
1.38,-9.08385017011815
1.386,-9.41976784059078
1.392,-9.78495559439867
1.398,-10.1754174054755
1.404,-10.5856173870844
1.41,-11.0068298512851
1.416,-11.424338382956
1.422,-11.8142315589297
1.428,-12.1416039817538
1.434,-12.3632026753122
1.44,-12.4373487341183
1.446,-12.3395516568179
1.452,-12.0748987515645
1.458,-11.6772745927718
1.464,-11.1957488007842
1.47,-10.678421316355
1.476,-10.1624721869726
1.482,-9.67168210428184
1.488,-9.21840388373024
1.494,-8.80693260628265
1.5,-8.43661617213291
1.506,-8.10416281399087
1.512,-7.80516393066585
1.518,-7.53504630147191
1.524,-7.28968539666243
1.53,-7.06585988691521
1.536,-6.86164740145682
1.542,-6.67675341489542
1.548,-6.51263309975406
1.554,-6.37217474104689
1.56,-6.25879780880339
1.566,-6.17514808874967
1.572,-6.12193865019392
1.578,-6.09749547379438
1.584,-6.09813462816336
1.59,-6.11903649583889
1.596,-6.15517900600971
1.602,-6.20207257789642
1.608,-6.25621849799581
1.614,-6.31528131218825
1.62,-6.37799807633309
1.626,-6.44389941399219
1.632,-6.51295947502133
1.638,-6.58528604268695
1.644,-6.66092010164944
1.65,-6.73977304829289
1.656,-6.82170684320377
1.662,-6.90673999968784
1.668,-6.99529436679627
1.674,-7.08825073126807
1.68,-7.18646856617308
1.686,-7.28972543685452
1.692,-7.39588056313504
1.698,-7.50137762140753
