"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-0.832987031235111
2.4,0,2,-2.30009569786625
2.4,0,4,-4.27468981889521
2.4,0,6.00000000000001,-6.37399050181063
2.4,0,7.99999999999998,-6.9288065530565
2.4,0,10,-4.9529131769601
