"Freq [GHz]","dB(St(1,1)) []"
1.2,-12.3410689538814
1.206,-11.8270144119705
1.212,-11.3554669071301
1.218,-10.9148645764916
1.224,-10.4908337345499
1.23,-10.0685186201698
1.236,-9.63744418131976
1.242,-9.19713137536847
1.248,-8.75887040523313
1.254,-8.34082759400662
1.26,-7.95989523436993
1.266,-7.62634522349893
1.272,-7.34340248574573
1.278,-7.1096161304746
1.284,-6.921425725658
1.29,-6.77477914883673
1.296,-6.66578042818823
1.302,-6.5907158367094
1.308,-6.54580550587635
1.314,-6.52693721174223
1.32,-6.5295353086245
1.326,-6.548611582627
1.332,-6.57895843940137
1.338,-6.61540414405585
1.344,-6.65305948999922
1.35,-6.68752494539017
1.356,-6.71506155845306
1.362,-6.73273154030826
1.368,-6.73849592554409
1.374,-6.73125079940028
1.38,-6.71080194865112
1.386,-6.67780079537736
1.392,-6.63367323839932
1.398,-6.58056753250439
1.404,-6.52133667526784
1.41,-6.45956026456505
1.416,-6.39959750954277
1.422,-6.34663650699581
1.428,-6.30665347552871
1.434,-6.28612622767703
1.44,-6.29130895781279
1.446,-6.32695254092571
1.452,-6.39458638007121
1.458,-6.49080466691999
1.464,-6.60629141882462
1.47,-6.72639106089843
1.476,-6.83363981927212
1.482,-6.9117408372062
1.488,-6.9494731851019
1.494,-6.94284796985776
1.5,-6.89479639932101
1.506,-6.81302811866594
1.512,-6.70736722870774
1.518,-6.58760635048175
1.524,-6.46225857734727
1.53,-6.33809012924269
1.536,-6.22014006714369
1.542,-6.11196755599112
1.548,-6.01597047734022
1.554,-5.93371406875327
1.56,-5.86627037850915
1.566,-5.81459501417926
1.572,-5.7799567745794
1.578,-5.76439390093749
1.584,-5.77111915200753
1.59,-5.80476809332029
1.596,-5.8713990123951
1.602,-5.97818792874133
1.608,-6.13278400112728
1.614,-6.34231918293089
1.62,-6.6122045713113
1.626,-6.94519138939164
1.632,-7.3416233141898
1.638,-7.80191823266358
1.644,-8.33153173107646
1.65,-8.9470752370701
1.656,-9.68126547191269
1.662,-10.5853555957764
1.668,-11.7296299683248
1.674,-13.2016874230922
1.68,-15.0898814034394
1.686,-17.3765462308414
1.692,-19.4549572920844
1.698,-19.6310774910173
1.704,-17.7862459925517
1.71,-15.6394754428781
1.716,-13.8767600818119
1.722,-12.5177558593512
1.728,-11.4498725296945
1.734,-10.5640248039487
1.74,-9.78564673762036
1.746,-9.07723285594676
1.752,-8.42846419443208
1.758,-7.84336002301603
1.764,-7.33020636808016
1.77,-6.89588260936298
1.776,-6.54392154853312
1.782,-6.27481911957369
1.788,-6.08712608637995
1.794,-5.97839025919125
1.8,-5.94578660370871
1.806,-5.98675352495289
1.812,-6.09954602223449
1.818,-6.28289030956472
1.824,-6.53414744258572
1.83,-6.8461984337934
1.836,-7.20376986443655
1.842,-7.5805814927151
1.848,-7.93990342878686
1.854,-8.24149067067973
