"Freq [GHz]","dB(St(1,1)) []"
1.2,-8.05782151804499
1.206,-8.34267467596447
1.212,-8.80059960999769
1.218,-9.43139492638059
1.224,-10.2058309047861
1.23,-11.0146101313116
1.236,-11.6016549684183
1.242,-11.6155701572213
1.248,-10.9283285749577
1.254,-9.80736471946278
1.26,-8.60981393762972
1.266,-7.539913806202
1.272,-6.66296363081035
1.278,-5.97667686955332
1.284,-5.45531287376514
1.29,-5.06924650577375
1.296,-4.79215687633683
1.302,-4.60283200310655
1.308,-4.4847957332181
1.314,-4.42512455374312
1.32,-4.41304206449911
1.326,-4.4386350673758
1.332,-4.4920368808212
1.338,-4.56341454777527
1.344,-4.64384222192155
1.35,-4.7266428236596
1.356,-4.80841843102835
1.362,-4.88918002180605
1.368,-4.97160017110253
1.374,-5.05988057285171
1.38,-5.15872760276562
1.386,-5.27263713684247
1.392,-5.40541103181499
1.398,-5.55969019151659
1.404,-5.73626511010521
1.41,-5.93297391157767
1.416,-6.14315546411375
1.422,-6.3540105587213
1.428,-6.54592692599623
1.434,-6.69454344282622
1.44,-6.77693607435826
1.446,-6.78052664855947
1.452,-6.70952079701227
1.458,-6.58375676619111
1.464,-6.43054369622988
1.47,-6.27520291206876
1.476,-6.13517068005868
1.482,-6.01842795705596
1.488,-5.92455364778278
1.494,-5.84675671676958
1.5,-5.7742852823285
1.506,-5.69534308669513
1.512,-5.60054823719496
1.518,-5.4861684665971
1.524,-5.35570582578054
1.53,-5.2189047047984
1.536,-5.08876679629257
1.542,-4.97820209880081
1.548,-4.89762444913892
1.554,-4.85383707916342
1.56,-4.84995014817525
1.566,-4.88589968603333
1.572,-4.95910072567055
1.578,-5.06486531228778
1.584,-5.1964845989428
1.59,-5.34519056800617
1.596,-5.50044360139838
1.602,-5.65101773089415
1.608,-5.78703397915131
1.614,-5.90243520036594
1.62,-5.99681809413581
1.626,-6.07565682531556
1.632,-6.14885468282168
1.638,-6.22851211445344
1.644,-6.32704163527632
1.65,-6.45630949894517
1.656,-6.62787845927983
1.662,-6.85403142741379
1.668,-7.14908188274077
1.674,-7.53043043802803
1.68,-8.01888000153095
1.686,-8.63778072500879
1.692,-9.41024070831893
1.698,-10.3520950798406
1.704,-11.4543762175741
1.71,-12.6427597806368
1.716,-13.7082451954593
1.722,-14.2892186778121
1.728,-14.1138429335813
1.734,-13.3222463599341
1.74,-12.2922278679963
1.746,-11.2993041007967
1.752,-10.4569142832799
1.758,-9.78270838210008
1.764,-9.25015334611998
1.77,-8.81523476716719
1.776,-8.43289246516715
1.782,-8.06921197870213
1.788,-7.70745705005156
1.794,-7.34610274400337
1.8,-6.99191464306767
1.806,-6.65327377808771
1.812,-6.33658997211045
1.818,-6.04566633504302
1.824,-5.78279191363942
1.83,-5.55061035613644
1.836,-5.35409191367241
1.842,-5.20139978406997
1.848,-5.10158805132491
1.854,-5.05842816863635
1.86,-5.06433444002599
1.866,-5.10074076846174
1.872,-5.14640672759349
1.878,-5.18791875242984
1.884,-5.22458609374607
1.89,-5.26535106280745
1.896,-5.32190638967038
1.902,-5.40229829945024
1.908,-5.5056002906045
1.914,-5.61722819505907
1.92,-5.70768513705361
1.926,-5.74116537865906
1.932,-5.69524232053712
1.938,-5.57690822168633
1.944,-5.41773494358387
1.95,-5.25426528010676
1.956,-5.11327113144698
1.962,-5.00902477563667
1.968,-4.94721432264417
1.974,-4.92938598079475
1.98,-4.95504473274447
1.986,-5.02079972857573
1.992,-5.11782091889768
1.998,-5.23131821893025
2.004,-5.34598193758578
2.01,-5.45486807909852
2.016,-5.56259689127832
2.022,-5.67965594855051
2.028,-5.8145222541491
2.034,-5.96937388761264
2.04,-6.13931401241793
2.046,-6.31324478504295
2.052,-6.47587114938728
2.058,-6.61153388207513
2.064,-6.7098295845375
2.07,-6.77020482734553
2.076,-6.80165103284113
2.082,-6.81758741447984
2.088,-6.83016836064018
2.094,-6.84724224071121
2.1,-6.87221070470294
2.106,-6.90585729790774
2.112,-6.94884283211116
2.118,-7.00316328696417
2.124,-7.07171207885589
2.13,-7.15678908651944
2.136,-7.25876548380997
2.142,-7.37513698549035
2.148,-7.49955599519341
2.154,-7.62084783051825
2.16,-7.72323870485749
2.166,-7.79021644840981
2.172,-7.81358273269931
2.178,-7.80441045718559
2.184,-7.79699778015056
2.19,-7.83871408132688
2.196,-7.96848116046982
2.202,-8.19477913733339
2.208,-8.48627816676074
2.214,-8.78496823248978
2.22,-9.03753124323948
2.226,-9.22213455718357
2.232,-9.35088609229329
2.238,-9.45321599971858
2.244,-9.55827173731935
2.25,-9.68518886215053
2.256,-9.83889263827644
2.262,-10.006509661357
2.268,-10.1528793886812
2.274,-10.2203397604957
2.28,-10.1440215653414
2.286,-9.88597305905614
2.292,-9.46411125914206
2.298,-8.94468381879051
2.304,-8.40638921878469
2.31,-7.9103938205443
2.316,-7.49051696545922
2.322,-7.15677028770099
2.328,-6.9037075160678
2.334,-6.71868594684041
2.34,-6.5874024219684
2.346,-6.49622597220858
2.352,-6.43262931684093
2.358,-6.38549198031527
2.364,-6.34623847863116
2.37,-6.31026020855476
2.376,-6.27716550207892
2.382,-6.24921903384013
2.388,-6.22892486398907
2.394,-6.21733800221793
2.4,-6.21426452150208
2.406,-6.22074820066931
2.412,-6.24296904887823
2.418,-6.29476207758826
2.424,-6.39544003246985
2.43,-6.56317327248205
2.436,-6.80936503495555
2.442,-7.13929953136208
2.448,-7.55818808612482
2.454,-8.07737353719741
2.46,-8.71682465955018
2.466,-9.50207733371913
2.472,-10.4503389496587
2.478,-11.529768172909
2.484,-12.5707397466191
2.49,-13.1940660111706
2.496,-13.054334430368
2.502,-12.2965415654763
2.508,-11.3673833027032
2.514,-10.562358984938
2.52,-9.97041819776857
2.526,-9.57591336170063
2.532,-9.32630989754114
2.538,-9.16333319882083
2.544,-9.03873807755648
2.55,-8.92250493392446
2.556,-8.80357856503649
2.562,-8.68323652029042
2.568,-8.56442299045465
2.574,-8.44250289848907
2.58,-8.30242085204813
2.586,-8.12450661817681
2.592,-7.89603066649792
2.598,-7.62071402590558
2.604,-7.31982591512594
2.61,-7.02551709899762
2.616,-6.77089153293066
2.622,-6.58059502624219
2.628,-6.46563510532204
2.634,-6.42488393410115
2.64,-6.45086290912955
2.646,-6.53505679524834
2.652,-6.67078566809869
2.658,-6.85451020983725
2.664,-7.08634019256102
2.67,-7.36887462384942
2.676,-7.70315662063625
2.682,-8.08356812274754
2.688,-8.49723676166542
2.694,-8.93019636600115
2.7,-9.37330865128549
2.706,-9.81969328359746
2.712,-10.2541101216967
2.718,-10.6414515916108
2.724,-10.9223593312728
2.73,-11.0231496643041
2.736,-10.883560806294
2.742,-10.4912663700243
2.748,-9.89555554450933
2.754,-9.18550634510129
2.76,-8.45247302741971
2.766,-7.76455574097994
2.772,-7.16060867568231
2.778,-6.65614582869229
2.784,-6.25220199775218
2.79,-5.94243468864706
2.796,-5.71744475951447
2.802,-5.56701986184523
2.808,-5.48128274737013
2.814,-5.45138412256788
2.82,-5.46998438462021
2.826,-5.53156246199229
2.832,-5.63255738828548
2.838,-5.77132889002156
2.844,-5.94778411685935
2.85,-6.16230308577976
2.856,-6.41357702327572
2.862,-6.69551122754894
2.868,-6.99442451418624
2.874,-7.28862374371723
2.88,-7.55203022311388
2.886,-7.76166926301765
2.892,-7.90629156709356
2.898,-7.99173826784289
2.904,-8.03979073053553
2.91,-8.08115832007907
2.916,-8.1466738782178
2.922,-8.26082014994071
2.928,-8.43937805546292
2.934,-8.69064483595547
2.94,-9.01816290461941
2.946,-9.42248693939648
2.952,-9.9005488839934
2.958,-10.4428378771422
2.964,-11.0296707666836
2.97,-11.6285768883601
2.976,-12.196113772443
2.982,-12.6879801870545
2.988,-13.0772044260214
2.994,-13.3714137341907
3,-13.6176610769338
3.006,-13.8944571478234
3.012,-14.301545129113
3.018,-14.9558767194662
3.024,-15.9961895815751
3.03,-17.5991783711419
3.036,-20.0120027324136
3.042,-23.5202260963003
3.048,-27.0356273766974
3.054,-25.2667277811463
3.06,-21.5562751076566
3.066,-18.8682561545168
3.072,-17.0572978673047
3.078,-15.8409441671988
3.084,-15.0299634332706
3.09,-14.492721829193
3.096,-14.1284699146339
3.102,-13.856272349307
3.108,-13.6148754736932
3.114,-13.3682999317623
3.12,-13.1095109414484
3.126,-12.8556677094935
3.132,-12.6354094059541
3.138,-12.4746467762248
3.144,-12.3868965750989
3.15,-12.3704738520472
3.156,-12.4119395264598
3.162,-12.4928865543619
3.168,-12.5955859608626
3.174,-12.7046266253949
3.18,-12.8059986687573
3.186,-12.8875596953632
3.192,-12.9427301372963
3.198,-12.9747730215107
3.204,-12.9968367309905
3.21,-13.025431232702
3.216,-13.0692181251503
3.222,-13.1171223762099
3.228,-13.1323630812274
3.234,-13.065926799657
3.24,-12.8966310924327
3.246,-12.6621056922993
3.252,-12.4318671001853
3.258,-12.2493673245958
3.264,-12.1073784954685
3.27,-11.9684419376356
3.276,-11.7983222408147
3.282,-11.5828048175327
3.288,-11.3249452075382
3.294,-11.0363876414833
3.3,-10.731758824802
