"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-4.6560253605763
2.4,0,2,-4.8997973648247
2.4,0,4,-5.25171013378886
2.4,0,6.00000000000001,-5.78320421548542
2.4,0,7.99999999999998,-6.56397200272149
2.4,0,10,-7.66606432240261
