"Freq [GHz]","dB(St(1,1)) []"
1.2,-4.85291729061762
1.206,-4.52057403821656
1.212,-4.23688154829732
1.218,-3.99761928138971
1.224,-3.79797355975836
1.23,-3.63330716314291
1.236,-3.49942660324411
1.242,-3.39254875896643
1.248,-3.30908500148527
1.254,-3.24531467728766
1.26,-3.19703689112971
1.266,-3.15936632622956
1.272,-3.1269178731847
1.278,-3.09456164192131
1.284,-3.05859009049822
1.29,-3.01768068129371
1.296,-2.97297568026715
1.302,-2.92719058425324
1.308,-2.88335890196687
1.314,-2.84392698811316
1.32,-2.8104794879302
1.326,-2.78393834519066
1.332,-2.7649307195514
1.338,-2.7540993229545
1.344,-2.75227050210385
1.35,-2.76049903721801
1.356,-2.78004721206506
1.362,-2.81234745873717
1.368,-2.85897289778989
1.374,-2.92161807279873
1.38,-3.00207732801533
1.386,-3.10219584445619
1.392,-3.22375443515377
1.398,-3.3682404512199
1.404,-3.53647562870533
1.41,-3.7281413615236
1.416,-3.94134943020589
1.422,-4.1724735451149
1.428,-4.41639227935602
1.434,-4.66710241157689
1.44,-4.9184761377899
1.446,-5.16489874083988
1.452,-5.40165452944467
1.458,-5.6251147297659
1.464,-5.83287165830763
1.47,-6.02388713333401
1.476,-6.19855098073185
1.482,-6.35844902622172
1.488,-6.50573747000455
1.494,-6.64225129661883
1.5,-6.76865673430542
1.506,-6.88396877553621
1.512,-6.98561507105766
1.518,-7.07003163249026
1.524,-7.13360114710561
1.53,-7.17363448386167
1.536,-7.18908034075844
1.542,-7.18074384131935
1.548,-7.1509817349969
1.554,-7.1030472757653
1.56,-7.04037861129764
1.566,-6.96609457595078
1.572,-6.88281917082836
1.578,-6.79280422009541
1.584,-6.69822032802548
1.59,-6.60144409035822
1.596,-6.5051903076553
1.602,-6.41242623171547
1.608,-6.32612040137882
1.614,-6.24894993723638
1.62,-6.18307992554815
1.626,-6.1300635288985
1.632,-6.09084614671836
1.638,-6.06582464245321
1.644,-6.05491362466514
1.65,-6.05758967294156
1.656,-6.07290813257066
1.662,-6.09951018836776
1.668,-6.13565871263965
1.674,-6.17935521295197
1.68,-6.22858409781215
1.686,-6.2816850295461
1.692,-6.33776012424822
1.698,-6.3969113486919
1.704,-6.46006468616483
1.71,-6.52827957031663
1.716,-6.60176780256842
1.722,-6.67914448953175
1.728,-6.75739684247015
1.734,-6.83263345235827
1.74,-6.90121437543737
1.746,-6.96074214846906
1.752,-7.01062156050097
1.758,-7.05218442436385
1.764,-7.08850626646719
1.77,-7.12402272618516
1.776,-7.16400735900055
1.782,-7.21398474887957
1.788,-7.27920945478315
1.794,-7.36435653760293
1.8,-7.47348258201515
1.806,-7.61017230413211
1.812,-7.77768333296045
1.818,-7.9788736316302
1.824,-8.21569327756904
1.83,-8.4879989798832
1.836,-8.79143601050129
1.842,-9.1142523465966
1.848,-9.43338442846404
1.854,-9.71139468527948
1.86,-9.89847910867858
1.866,-9.94676262737591
1.872,-9.83942526615326
1.878,-9.61570909467647
1.884,-9.35850146566363
1.89,-9.14610020792073
1.896,-9.01392933606537
1.902,-8.95420226370894
1.908,-8.93807964223685
1.914,-8.93603779018315
1.92,-8.92733183662286
1.926,-8.90081555046802
1.932,-8.85213048614909
1.938,-8.78103679078233
1.944,-8.69046229996917
1.95,-8.58703172646805
1.956,-8.48188833900102
1.962,-8.39058434921008
1.968,-8.33159245822126
1.974,-8.3240179875925
1.98,-8.38544294636364
1.986,-8.53035968924017
1.992,-8.76921299723265
1.998,-9.10811784387592
2.004,-9.54934067306885
2.01,-10.0922326247381
2.016,-10.7338678519226
2.022,-11.4689300005968
2.028,-12.2902581008078
2.034,-13.1948160229988
2.04,-14.1998475141103
2.046,-15.3642396594903
2.052,-16.8046669254305
2.058,-18.7199861838186
2.064,-21.4845116693043
2.07,-25.9957964768018
2.076,-33.6078208220612
2.082,-27.6737103445617
2.088,-21.5078464424101
2.094,-17.722067429789
2.1,-15.08736887113
