"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-0.112315842625309
2.4,0,2,-0.217755031970244
2.4,0,4,-0.342177294237771
2.4,0,6.00000000000001,-0.478403674813571
2.4,0,7.99999999999998,-0.61542915583262
2.4,0,10,-0.737123711007739
