"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-5.04013343601724
2.4,0,2,-5.70019695308827
2.4,0,4,-6.12378617983505
2.4,0,6.00000000000001,-6.13983249691482
2.4,0,7.99999999999998,-5.73193628072687
2.4,0,10,-5.05094121374109
