"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,0.472550834321079
2.4,0,2,-0.244672158352766
2.4,0,4,-1.01258853975741
2.4,0,6.00000000000001,-1.71431260078342
2.4,0,7.99999999999998,-2.18619952103458
2.4,0,10,-2.28442961276388
