"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,2.69266608129095
2.4,0,2,2.43573172222588
2.4,0,4,2.08913116028643
2.4,0,6.00000000000001,1.67183569285711
2.4,0,7.99999999999998,1.2140929914937
2.4,0,10,0.758430744633866
