"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,0.648900116056287
2.4,0,2,0.829961988895784
2.4,0,4,0.891168250875425
2.4,0,6.00000000000001,0.835223004070172
2.4,0,7.99999999999998,0.667237934572365
2.4,0,10,0.396373218110303
