"Freq [GHz]","dB(St(1,1)) []"
1.2,-8.04697248229431
1.206,-8.55998624450381
1.212,-9.13109065448373
1.218,-9.76707177555086
1.224,-10.4723781742534
1.23,-11.2487218763905
1.236,-12.0955972386686
1.242,-13.0108581448249
1.248,-13.9902611406125
1.254,-15.0249236605062
1.26,-16.0952812567474
1.266,-17.1594802783059
1.272,-18.1355679490115
1.278,-18.8870358749679
1.284,-19.2445794918138
1.29,-19.095031646781
1.296,-18.4729235262914
1.302,-17.5345711132077
1.308,-16.4518331655684
1.314,-15.3477786888258
1.32,-14.2927453651637
1.326,-13.3212724937452
1.332,-12.4472215000539
1.338,-11.6731465683864
1.344,-10.9955511025312
1.35,-10.4078468387375
1.356,-9.90213679806483
1.362,-9.47039683477191
1.368,-9.10526601189071
1.374,-8.80047035762691
1.38,-8.55091373318573
1.386,-8.35255838996629
1.392,-8.20223690872861
1.398,-8.09747443010216
1.404,-8.0363308995274
1.41,-8.01723856832905
1.416,-8.03880188541108
1.422,-8.09952671254592
1.428,-8.19744497989107
1.434,-8.32960083637772
1.44,-8.49137354393132
1.446,-8.67564698462369
1.452,-8.87192028680085
1.458,-9.06561279372583
1.464,-9.2380367776507
1.47,-9.36767206754185
1.476,-9.43320533175132
1.482,-9.41803710698155
1.488,-9.31482943992567
1.494,-9.12806084450315
1.5,-8.87324837736213
1.506,-8.57310136094271
1.512,-8.25220929423008
1.518,-7.93221290992654
1.524,-7.62884397852868
1.53,-7.35122480182044
1.536,-7.10292906797418
1.542,-6.88388328766789
1.548,-6.69226718392946
1.554,-6.52592742954102
1.56,-6.38318457044373
1.566,-6.26313805435378
1.572,-6.16564188719779
1.578,-6.09108410579747
1.584,-6.04001732236644
1.59,-6.01260562218406
1.596,-6.0078284453106
1.602,-6.02249429165945
1.608,-6.05044582196102
1.614,-6.0827801202071
1.62,-6.10990338066418
1.626,-6.12508231556772
1.632,-6.12741668478177
1.638,-6.12204925463205
1.644,-6.11767132627481
1.65,-6.12337014679689
1.656,-6.14654810068805
1.662,-6.19217497907625
1.668,-6.26276620087897
1.674,-6.35846884448523
1.68,-6.47696262101413
1.686,-6.61320028812939
1.692,-6.7592521229567
1.698,-6.90466258794497
1.704,-7.0376710188003
1.71,-7.14726982460205
1.716,-7.22547766013263
1.722,-7.26885907358818
1.728,-7.27866465076848
1.734,-7.25977921730257
1.74,-7.2192237197847
1.746,-7.16489443893983
1.752,-7.10482901514502
1.758,-7.04695063846043
1.764,-6.99905542505001
1.77,-6.96871975296508
1.776,-6.96284813795763
1.782,-6.98686987544922
1.788,-7.0440441665254
1.794,-7.13550844315228
1.8,-7.26126222241012
1.806,-7.42160754969314
1.812,-7.61837198820787
1.818,-7.85558934502427
1.824,-8.13970970110964
1.83,-8.4795308104057
1.836,-8.88594017491643
1.842,-9.37138940951539
1.848,-9.94887874346601
1.854,-10.6301463019908
1.86,-11.4227841680669
1.866,-12.3262415601963
1.872,-13.3272757325015
1.878,-14.396502590902
1.884,-15.4890516615839
1.89,-16.552537650008
1.896,-17.5419258045023
1.902,-18.4334768092634
1.908,-19.2270601308699
1.914,-19.9350690900614
1.92,-20.5670513961171
1.926,-21.1181082640821
1.932,-21.5630654549646
1.938,-21.8618016268551
1.944,-21.9821345182431
1.95,-21.9246820179666
1.956,-21.7230581103794
1.962,-21.4238102373327
1.968,-21.0707260753813
1.974,-20.7014031480923
1.98,-20.3478685513542
1.986,-20.0341786810925
1.992,-19.7716983403795
1.998,-19.5568750214279
2.004,-19.374172604663
2.01,-19.2024828649981
2.016,-19.0215864205131
2.022,-18.8164512830524
2.028,-18.5789776731238
2.034,-18.3077678483075
2.04,-18.0067138493221
2.046,-17.6832169382322
2.052,-17.3469154876236
2.058,-17.0097266766695
2.064,-16.6875562998023
2.07,-16.4030757412229
2.076,-16.1875775981806
2.082,-16.0789582959071
2.088,-16.11382174469
2.094,-16.3135276155361
2.1,-16.6623699086271
2.106,-17.0736775811439
2.112,-17.3590337731957
2.118,-17.2759567080295
2.124,-16.7087760110833
2.13,-15.7815258546573
2.136,-14.7211324304326
2.142,-13.694403734098
2.148,-12.778607610672
2.154,-11.9946051656395
2.16,-11.3372202854484
2.166,-10.7915216814717
2.172,-10.3400960430862
2.178,-9.96624124719463
2.184,-9.65568580389626
2.19,-9.39780331708343
2.196,-9.18639371243628
2.202,-9.01985801853584
2.208,-8.90082356150494
2.214,-8.83545970329378
2.22,-8.83242324979895
2.226,-8.9008904224065
2.232,-9.0472635025383
2.238,-9.27108191360266
2.244,-9.56134697614511
2.25,-9.89404268199954
2.256,-10.2318209683019
2.262,-10.529315198721
2.268,-10.7482678938794
2.274,-10.8780710440021
2.28,-10.9447535006664
2.286,-10.9973484372953
2.292,-11.0839970971756
2.298,-11.2372216085481
2.304,-11.4727892646449
2.31,-11.7948926833561
2.316,-12.2009898952388
2.322,-12.6842638619971
2.328,-13.2339674112748
2.334,-13.8329138814799
2.34,-14.4487370818457
2.346,-15.0173149079978
2.352,-15.4330707295675
2.358,-15.5823160040167
2.364,-15.4226290847914
2.37,-15.0223622498531
2.376,-14.5051440313448
2.382,-13.9751881081804
2.388,-13.4924071916304
2.394,-13.0865041633614
2.4,-12.7792927691626
2.406,-12.597961554584
2.412,-12.5760526389993
2.418,-12.7489792212305
2.424,-13.1524202620069
2.43,-13.8265319083768
2.436,-14.8240748095874
2.442,-16.217878598338
2.448,-18.0936391616268
2.454,-20.4576325177012
2.46,-22.7595794351513
2.466,-23.2016874004268
2.472,-21.4397160296007
2.478,-19.2969059239375
2.484,-17.510113005008
2.49,-16.1068765300101
2.496,-15.0042291175353
2.502,-14.1327629136185
2.508,-13.4460161429482
2.514,-12.9133291215556
2.52,-12.5127297087297
2.526,-12.2261661057137
2.532,-12.0376426040861
2.538,-11.9340650909737
2.544,-11.9072015877456
2.55,-11.9538043109331
2.556,-12.0713565107898
2.562,-12.2508658867318
2.568,-12.4726964277639
2.574,-12.7090624619747
2.58,-12.9297419890428
2.586,-13.1072976551295
2.592,-13.2225987197269
2.598,-13.271025493018
2.604,-13.2659555882852
2.61,-13.2347565097704
2.616,-13.2065104543187
2.622,-13.1982442309728
2.628,-13.2085315724544
2.634,-13.2217097663217
2.64,-13.2195191792259
2.646,-13.1923186908269
2.652,-13.1421461308353
2.658,-13.0774837208246
2.664,-13.0066263395544
2.67,-12.9357609945869
2.676,-12.8722024345978
2.682,-12.8285447854475
2.688,-12.8232764777018
2.694,-12.8772103159634
2.7,-13.008929487922
2.706,-13.2326817511107
2.712,-13.5594486407485
2.718,-13.9997072998593
2.724,-14.5662351083102
2.73,-15.2761753824306
2.736,-16.1522537354445
2.742,-17.2231954023193
2.748,-18.52338013984
2.754,-20.0923049402871
2.76,-21.9758020980053
2.766,-24.2251222670227
2.772,-26.8214490238145
2.778,-29.1351048747875
2.784,-29.1028379540988
2.79,-26.6628015435459
2.796,-23.9613446293534
2.802,-21.70403277021
2.808,-19.8956768718176
2.814,-18.4441163862922
2.82,-17.267935382989
2.826,-16.3059772167473
2.832,-15.5135711662282
2.838,-14.8582341227007
2.844,-14.316021414109
2.85,-13.8684425662134
2.856,-13.5002679604819
2.862,-13.1986694170441
2.868,-12.9535329387379
2.874,-12.7580543527133
2.88,-12.6087164016589
2.886,-12.5044509682942
2.892,-12.4453780447994
2.898,-12.4314584979717
2.904,-12.4611595024506
2.91,-12.5304545726535
2.916,-12.6329699136981
2.922,-12.7619704295557
2.928,-12.9137436161894
2.934,-13.0907368696091
2.94,-13.3028806783799
2.946,-13.5667415256876
2.952,-13.9031760245277
2.958,-14.3344011145035
2.964,-14.8812750274282
2.97,-15.5614371653306
2.976,-16.388530973249
2.982,-17.3717069939205
2.988,-18.5131084077378
2.994,-19.7992651185312
3,-21.1800195608704
3.006,-22.5290114571947
3.012,-23.6048157877253
3.018,-24.1116809725712
3.024,-23.9340084859476
3.03,-23.2606520424142
3.036,-22.3818285004762
3.042,-21.4935456952465
3.048,-20.6790971289879
3.054,-19.9527550571521
3.06,-19.2952795639702
3.066,-18.6779639837004
3.072,-18.0835618065909
3.078,-17.5229236624271
3.084,-17.0373283450012
3.09,-16.6829417756295
3.096,-16.509602615568
3.102,-16.5487156288213
3.108,-16.8125948017361
3.114,-17.2976694821939
3.12,-17.9827058415666
3.126,-18.8139106719669
3.132,-19.669610387855
3.138,-20.3178707262295
3.144,-20.4566309029422
3.15,-19.9327197720115
3.156,-18.8998436478261
3.162,-17.645098593349
3.168,-16.3804268198929
3.174,-15.21229648979
3.18,-14.1844032877965
3.186,-13.3113421473976
3.192,-12.5945118585589
3.198,-12.0289088000568
3.204,-11.6068830712238
3.21,-11.3205342233941
3.216,-11.1621830688216
3.222,-11.1227140748537
3.228,-11.1887087825084
3.234,-11.3398631830866
3.24,-11.548442289197
3.246,-11.7821542370151
3.252,-12.0098159239741
3.258,-12.2068408778353
3.264,-12.3581239454301
3.27,-12.4585582157771
3.276,-12.5123110428863
3.282,-12.5312018694588
3.288,-12.5324998235886
3.294,-12.53690866244
3.3,-12.5670667777351
3.306,-12.6464021614765
3.312,-12.7985784965301
3.318,-13.047063467598
3.324,-13.4134441676667
3.33,-13.9136581669954
3.336,-14.5508449103831
3.342,-15.3020826375488
3.348,-16.0966246404836
3.354,-16.7925337993591
3.36,-17.1904960987351
3.366,-17.142597481913
3.372,-16.6875903702036
3.378,-16.0202085072439
3.384,-15.3359918321138
3.39,-14.7454963360042
3.396,-14.2822735924614
3.402,-13.9419269642223
3.408,-13.7142497817859
3.414,-13.5931412963999
3.42,-13.5687203960602
3.426,-13.6194166373313
3.432,-13.7135049252346
3.438,-13.8161872125933
3.444,-13.8963331847997
3.45,-13.9310772960092
3.456,-13.9087151834935
3.462,-13.8298601763617
3.468,-13.7059212372522
3.474,-13.5544403230334
3.48,-13.3927570990195
3.486,-13.2333337255548
3.492,-13.0836348117625
3.498,-12.9497446904729
3.504,-12.8391115876504
3.51,-12.758975803638
3.516,-12.7120167799303
3.522,-12.6935200312844
3.528,-12.6929317050204
3.534,-12.6992312990985
3.54,-12.7066729158244
3.546,-12.7173467424006
3.552,-12.739768847502
3.558,-12.7854264581394
3.564,-12.8656209944462
3.57,-12.9897688821061
3.576,-13.1651862488475
3.582,-13.3977477516589
3.588,-13.692219642706
3.594,-14.0504604624066
3.6,-14.4660405380037
