"Freq [GHz]","dB(St(1,1)) []"
1.2,-3.98969456524724
1.206,-4.1249605105542
1.212,-4.27053678512021
1.218,-4.42642897238138
1.224,-4.59144106908072
1.23,-4.7627809622681
1.236,-4.93598592892233
1.242,-5.10529161830454
1.248,-5.26446040983872
1.254,-5.40792953886247
1.26,-5.53194813572801
1.266,-5.63527591002477
1.272,-5.71915619583622
1.278,-5.78660794905838
1.284,-5.84137506775748
1.29,-5.88694037543005
1.296,-5.9258762964183
1.302,-5.95961454313952
1.308,-5.98858542753519
1.314,-6.01261652768967
1.32,-6.03145383825159
1.326,-6.04526004848812
1.332,-6.05497712350503
1.338,-6.06252443950217
1.344,-6.07087495227964
1.35,-6.08401789502247
1.356,-6.10671174128193
1.362,-6.14393787299434
1.368,-6.20016467303398
1.374,-6.278727563018
1.38,-6.38158833599837
1.386,-6.50950008362423
1.392,-6.6624044139599
1.398,-6.83985203688851
1.404,-7.04131396926411
1.41,-7.26633798415681
1.416,-7.51455301664921
1.422,-7.7855339621769
1.428,-8.07853139742567
1.434,-8.39206750669767
1.44,-8.72341952804662
1.446,-9.068059283655
1.452,-9.41915550309971
1.458,-9.76720113090881
1.464,-10.0997090670387
1.47,-10.4009606406042
1.476,-10.652225109948
1.482,-10.8333865350876
1.488,-10.9267159531866
1.494,-10.9222072469007
1.5,-10.8222039527593
1.506,-10.6426289349555
1.512,-10.4098900386078
1.518,-10.1551148675062
1.524,-9.90847070938103
1.53,-9.69543148911423
1.536,-9.53531420340823
1.542,-9.44145303702221
1.548,-9.42218453663854
1.554,-9.48200430514332
1.56,-9.62248938388554
1.566,-9.84271509725442
1.572,-10.1388991613031
1.578,-10.5028985151594
1.584,-10.9190679927885
1.59,-11.3592141687282
1.596,-11.7767783385406
1.602,-12.1049608605013
1.608,-12.2676717599673
1.614,-12.2081668756925
1.62,-11.9203349103352
1.626,-11.4535812859394
1.632,-10.8857711098339
1.638,-10.2904700527997
1.644,-9.71994608762623
1.65,-9.20357960103861
1.656,-8.75293084266468
1.662,-8.36767524979968
1.668,-8.04064816123826
1.674,-7.76203242755976
1.68,-7.52280942283056
1.686,-7.31702861193913
1.692,-7.14218191967256
1.698,-6.99758483633978
1.704,-6.88195164487609
1.71,-6.79232557445637
1.716,-6.72588124907101
1.722,-6.68335997432812
1.728,-6.67061865632012
1.734,-6.69670486378963
1.74,-6.77078154922001
1.746,-6.90069807947996
1.752,-7.09367342580583
1.758,-7.35814249591887
1.764,-7.70592366056036
1.77,-8.15426066724534
1.776,-8.72738935355868
1.782,-9.45721116534555
1.788,-10.3823567975966
1.794,-11.5428924344816
1.8,-12.9590432753779
1.806,-14.5538021680445
1.812,-15.9402072781219
1.818,-16.2784167068874
1.824,-15.1760875514711
1.83,-13.3599055387977
1.836,-11.5241042342824
1.842,-9.91023135087372
1.848,-8.56499979707588
1.854,-7.4895872303878
1.86,-6.67527060183412
1.866,-6.10641693295476
1.872,-5.75801884530579
1.878,-5.59335374279406
1.884,-5.56528815221484
1.89,-5.62338276698913
1.896,-5.72475925164536
1.902,-5.84317552726477
1.908,-5.97133690760244
1.914,-6.1153998195253
1.92,-6.28452499749819
1.926,-6.4817742392468
1.932,-6.70391114595367
1.938,-6.95051364784512
1.944,-7.2333179471602
1.95,-7.57730631850381
