"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,4.28189980328487
2.4,0,2,4.80213805325531
2.4,0,4,5.08181919021608
2.4,0,6.00000000000001,5.12534409197716
2.4,0,7.99999999999998,4.92980837623146
2.4,0,10,4.48445455021025
