"Freq [GHz]","dB(St(1,1)) []"
1.2,-7.23127711682857
1.206,-7.5427400301009
1.212,-7.9065955071417
1.218,-8.33040943740121
1.224,-8.82405548174998
1.23,-9.39119891938499
1.236,-10.0128028532347
1.242,-10.6223350837002
1.248,-11.0851759571152
1.254,-11.2285379427565
1.26,-10.9604856900867
1.266,-10.3649226587771
1.272,-9.62429235435601
1.278,-8.88411986529558
1.284,-8.2103214196365
1.29,-7.61492434933886
1.296,-7.08843648019233
1.302,-6.61818408370494
1.308,-6.19474384570748
1.314,-5.81241233747009
1.32,-5.46781732556711
1.326,-5.15857730107605
1.332,-4.88254145286429
1.338,-4.63754241332491
1.344,-4.42144884037593
1.35,-4.23234376138438
1.356,-4.06872839759049
1.362,-3.92970098106304
1.368,-3.81506821989442
1.374,-3.72530547842842
1.38,-3.66118838066303
1.386,-3.62282199071925
1.392,-3.6079053843328
1.398,-3.60979265595515
1.404,-3.61720065472068
1.41,-3.61747516309808
1.416,-3.60209934423152
1.422,-3.56981361333331
1.428,-3.52500747549636
1.434,-3.47391291607143
1.44,-3.42184016779542
1.446,-3.3722699801093
1.452,-3.32705899515688
1.458,-3.2869716236066
1.464,-3.25216197601483
1.47,-3.22250887364357
1.476,-3.19781009613333
1.482,-3.17786049481108
1.488,-3.16244390621051
1.494,-3.15128944920366
1.5,-3.14406209678384
1.506,-3.14044097129114
1.512,-3.14029284651985
1.518,-3.14392175315183
1.524,-3.15238685063161
1.53,-3.16788530064376
1.536,-3.1941279928799
1.542,-3.23645443664491
1.548,-3.30121357287636
1.554,-3.39401898588776
1.56,-3.51733509306054
1.566,-3.66909432827694
1.572,-3.8439229555381
1.578,-4.03635581211783
1.584,-4.24369830961438
1.59,-4.46704013055356
1.596,-4.71069561940889
1.602,-4.98092107327285
1.608,-5.28421309829457
1.614,-5.6247495329366
1.62,-6.00017591417226
1.626,-6.39567573439761
1.632,-6.77942554100164
1.638,-7.10765402952577
1.644,-7.34588547413742
1.65,-7.49414611685754
1.656,-7.58937582000572
1.662,-7.6821383297074
1.668,-7.8136130279417
1.674,-8.00894523842846
1.68,-8.2816831732849
1.686,-8.63954790533162
1.692,-9.08664541452946
1.698,-9.62097079927183
1.704,-10.227176803707
1.71,-10.8651931531171
1.716,-11.4586593044765
1.722,-11.8963471944024
1.728,-12.067513703886
1.734,-11.928062658822
1.74,-11.5381069317491
1.746,-11.0229032369153
1.752,-10.5016515698678
1.758,-10.0487104689002
1.764,-9.69418590032971
1.77,-9.4402425697088
1.776,-9.27620248687047
1.782,-9.18770292342874
1.788,-9.16099386365184
1.794,-9.18445910059054
1.8,-9.24874877669798
1.806,-9.34600594981615
1.812,-9.46795640066845
1.818,-9.60250824739652
1.824,-9.73020941131092
1.83,-9.8259251115076
1.836,-9.87058774850225
1.842,-9.86403048822463
1.848,-9.82257568997096
1.854,-9.76509166468962
1.86,-9.70377139603073
1.866,-9.64374479656223
1.872,-9.58649459462421
1.878,-9.53339820875156
1.884,-9.4883795423887
1.89,-9.45943212799395
1.896,-9.45878656103542
1.902,-9.50174229425853
1.908,-9.60479287639608
1.914,-9.78411118715783
1.92,-10.0548009399876
1.926,-10.4292626813118
1.932,-10.9122095388081
1.938,-11.4940540880944
1.944,-12.1490854287525
1.95,-12.8411534801807
1.956,-13.531407703345
1.962,-14.1800168592983
1.968,-14.7386367462411
1.974,-15.1407766373394
1.98,-15.3089797988654
1.986,-15.1937451223253
1.992,-14.8195662141584
1.998,-14.2837808469538
2.004,-13.7064371498162
2.01,-13.1869827053121
2.016,-12.7940198652659
2.022,-12.5677999345132
2.028,-12.5177889801211
2.034,-12.6222328175775
2.04,-12.8446300271078
2.046,-13.1688651415642
2.052,-13.628690806825
2.058,-14.3006225620959
2.064,-15.2690685886917
2.07,-16.5958686082279
2.076,-18.2596931933386
2.082,-19.9171638191101
