"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-3.74710625267487
2.4,0,2,-4.85348882404268
2.4,0,4,-5.83264118831647
2.4,0,6.00000000000001,-6.54197166308223
2.4,0,7.99999999999998,-6.87345340349374
2.4,0,10,-6.81703801616884
