"Freq [GHz]","dB(St(1,1)) []"
1.2,-16.090864922894
1.206,-15.9804248499556
1.212,-15.9706266019966
1.218,-16.0857662524737
1.224,-16.3398311729046
1.23,-16.743247121531
1.236,-17.3079677716503
1.242,-18.0530628550819
1.248,-19.013187022519
1.254,-20.2527595422813
1.26,-21.8898219381743
1.266,-24.1325562423218
1.272,-27.2614199284851
1.278,-30.464634149245
1.284,-28.5983755462833
1.29,-24.1900730361966
1.296,-20.6538791049945
1.302,-17.9604270793091
1.308,-15.8568553697854
1.314,-14.1821627382612
1.32,-12.8369197501145
1.326,-11.7554444516891
1.332,-10.8903423595891
1.338,-10.2034458366104
1.344,-9.66059231042813
1.35,-9.23031687728107
1.356,-8.88675126150338
1.362,-8.61420781063401
1.368,-8.40819026898804
1.374,-8.27052001969859
1.38,-8.20234473018617
1.386,-8.19965400591324
1.392,-8.25211184460933
1.398,-8.34370087196782
1.404,-8.45413301146874
1.41,-8.56103705698276
1.416,-8.64320285393968
1.422,-8.68452511432974
1.428,-8.67733937461347
1.434,-8.62356193493391
1.44,-8.53299844747418
1.446,-8.41970241986718
1.452,-8.29804923373945
1.458,-8.17978417603988
1.464,-8.07235832654923
1.47,-7.97817720620749
1.476,-7.89423687076504
1.482,-7.8119561905433
1.488,-7.71774725666574
1.494,-7.59569490038707
1.5,-7.43347572257765
1.506,-7.22977488757253
1.512,-6.99760750979702
1.518,-6.75937158882175
1.524,-6.53709187203533
1.53,-6.34533601591207
1.536,-6.18995390110706
1.542,-6.07046674673932
1.548,-5.98301771267617
1.554,-5.92240588765634
1.56,-5.88308102845079
1.566,-5.85946167350907
1.572,-5.84596182202987
1.578,-5.83702301535873
1.584,-5.82735531636154
1.59,-5.81246363061372
1.596,-5.78934045828277
1.602,-5.75700815278154
1.608,-5.71656411738408
1.614,-5.67062152543286
1.62,-5.62239014467512
1.626,-5.57481209022493
1.632,-5.53004860202
1.638,-5.48936958208818
1.644,-5.45333149040962
1.65,-5.42209944348123
1.656,-5.39581453640734
1.662,-5.37494706860228
1.668,-5.36056540539246
1.674,-5.35440166895978
1.68,-5.3586000257447
1.686,-5.37519984218514
1.692,-5.40566163068505
1.698,-5.45078679828423
1.704,-5.51108509226755
1.71,-5.58729696402894
1.716,-5.68064026584917
1.722,-5.79234601587022
1.728,-5.92211794992599
1.734,-6.06551763022052
1.74,-6.21118223717606
1.746,-6.33995507373178
1.752,-6.42830343293554
1.758,-6.45636062408145
1.764,-6.41689283174401
1.77,-6.31917434121132
1.776,-6.18489192450842
1.782,-6.03938407232562
1.788,-5.90411725421983
1.794,-5.79352374760236
1.8,-5.71547765096203
1.806,-5.67319949281153
1.812,-5.66692431246083
1.818,-5.69471280391641
1.824,-5.75266727117478
1.83,-5.83551226816998
1.836,-5.93852424741677
1.842,-6.060265536727
1.848,-6.2037529634636
1.854,-6.37474684723539
1.86,-6.57873336187692
1.866,-6.81863258401111
1.872,-7.09356545595034
1.878,-7.39803877926144
1.884,-7.7211866648316
1.89,-8.04636789897634
1.896,-8.35194566709689
1.902,-8.61419788043205
1.908,-8.81260465139268
1.914,-8.9360830908837
1.92,-8.98716547996671
1.926,-8.98159110338729
1.932,-8.94356267184883
1.938,-8.89950543516722
1.944,-8.87338938394824
1.95,-8.88518284605521
1.956,-8.95255981688137
1.962,-9.09512947235566
1.968,-9.33945653684775
1.974,-9.72095323806587
1.98,-10.2747939931588
1.986,-11.0028833933096
1.992,-11.8045406310433
1.998,-12.4056540468083
2.004,-12.4647063138728
2.01,-11.9243536077614
2.016,-11.0712607961547
2.022,-10.1976649629021
2.028,-9.43768109974678
2.034,-8.81398234669179
2.04,-8.30364717659664
2.046,-7.87372604798503
2.052,-7.49636395071857
2.058,-7.15376042030933
2.064,-6.83787324683039
2.07,-6.54757299489354
2.076,-6.28526911826984
2.082,-6.05431430402284
2.088,-5.85761562413281
2.094,-5.69724902848759
2.1,-5.57466238905776
2.106,-5.49112536541038
2.112,-5.44824058637974
2.118,-5.4484537332997
2.124,-5.49555470303071
2.13,-5.59513360359468
2.136,-5.75479631878463
2.142,-5.98354823951449
2.148,-6.28903546994461
2.154,-6.6706667450324
2.16,-7.10789434438326
2.166,-7.5494731534224
2.172,-7.9194089536566
2.178,-8.15018175275308
2.184,-8.22096797020389
2.19,-8.16201168664302
2.196,-8.02518057200899
2.202,-7.85437784114929
2.208,-7.674268557397
2.214,-7.49299164987227
2.22,-7.30992755107252
2.226,-7.12295859612687
2.232,-6.93253102661296
2.238,-6.7420046901992
2.244,-6.55575805884433
2.25,-6.37732727059765
2.256,-6.2090096777294
2.262,-6.05281665615475
2.268,-5.91169105163873
2.274,-5.78997701602713
2.28,-5.69287858715296
2.286,-5.62537889252743
2.292,-5.59132188186218
2.298,-5.59308321486264
2.304,-5.6318333292801
2.31,-5.70813887091457
2.316,-5.82261171434976
2.322,-5.97638578281098
2.328,-6.1712838877349
2.334,-6.40960435543867
2.34,-6.69351418596766
2.346,-7.02409121926765
2.352,-7.40014139374321
2.358,-7.81706653302342
2.364,-8.26624437026261
2.37,-8.73541019796948
2.376,-9.21009211446906
2.382,-9.67527855904051
2.388,-10.1160315317738
2.394,-10.5166933504782
2.4,-10.8601585160382
2.406,-11.1293609549908
2.412,-11.3113994891006
2.418,-11.4018778779322
2.424,-11.4061639516188
2.43,-11.3368787627652
2.436,-11.2102158419644
2.442,-11.0438422621189
2.448,-10.85654387542
2.454,-10.6679064746282
2.46,-10.4969004056113
2.466,-10.359938462407
2.472,-10.269755699636
2.478,-10.2357381320599
2.484,-10.2651148740877
2.49,-10.3639655675304
2.496,-10.5375074849666
2.502,-10.7898535796828
2.508,-11.1236326072049
2.514,-11.5394784058003
2.52,-12.0348647836465
2.526,-12.6015309106074
2.532,-13.2211091925143
2.538,-13.8599891991486
2.544,-14.4675034681444
2.55,-14.9847100894782
2.556,-15.3671997025544
2.562,-15.6086997892935
2.568,-15.7407924263882
2.574,-15.8040196807055
2.58,-15.8151418651301
2.586,-15.7572784208822
2.592,-15.6029233317142
2.598,-15.3563872116042
2.604,-15.0755468619409
2.61,-14.8426178426149
2.616,-14.7065534664298
2.622,-14.6423295866431
2.628,-14.5505052999493
2.634,-14.304825185686
2.64,-13.8336330585105
2.646,-13.1689761493877
2.652,-12.4124366614091
2.658,-11.6667661483989
2.664,-10.9995423718386
2.67,-10.4426836266366
2.676,-10.0047278250291
2.682,-9.68222497455633
2.688,-9.46721423575274
2.694,-9.35164311124194
2.7,-9.33008730376701
2.706,-9.40172712489751
2.712,-9.57204214609298
2.718,-9.85430969169807
2.724,-10.2708528045746
2.73,-10.8541018933969
2.736,-11.6476834763064
2.742,-12.7073869350586
2.748,-14.0995134829397
2.754,-15.8835909186607
2.76,-18.0209924240838
2.766,-20.0226764554624
2.772,-20.5566993590899
2.778,-19.1897058201408
2.784,-17.2389408976401
2.79,-15.4901915076039
2.796,-14.06938311541
2.802,-12.9268926879961
2.808,-11.9971739446454
2.814,-11.2320470235582
2.82,-10.6028715533732
2.826,-10.0940905627714
2.832,-9.69508312182616
2.838,-9.394662133606
2.844,-9.17984869218266
2.85,-9.03723503195233
2.856,-8.95425855046211
2.862,-8.91921242225977
2.868,-8.92050436474679
2.874,-8.9462239876928
2.88,-8.98482702181269
2.886,-9.02723130292998
2.892,-9.06986834851395
2.898,-9.11724679375182
2.904,-9.18202985313725
2.91,-9.28151654900513
2.916,-9.43158163053283
2.922,-9.64071932763737
2.928,-9.90640635836407
2.934,-10.2144070542574
2.94,-10.5407075611746
2.946,-10.8558424237503
2.952,-11.1312407133964
2.958,-11.3460384386273
2.964,-11.4915675059206
2.97,-11.5713260551896
2.976,-11.5974119401743
2.982,-11.5872276710043
2.988,-11.5616020697354
2.994,-11.5414048995521
3,-11.542059474159
3.006,-11.5692686141956
3.012,-11.6189014343027
3.018,-11.6812104146575
3.024,-11.7469779897123
3.03,-11.8121522343183
3.036,-11.8789122791446
3.042,-11.9538435737001
3.048,-12.0454460123053
3.054,-12.1626438774594
3.06,-12.3146122594727
3.066,-12.511347246113
3.072,-12.7641389609745
3.078,-13.0851185513809
3.084,-13.4852838865167
3.09,-13.971053221194
3.096,-14.5400668714555
3.102,-15.1767676121972
3.108,-15.8477266908916
3.114,-16.4979074391876
3.12,-17.0529591315237
3.126,-17.4354272865097
3.132,-17.595215518265
3.138,-17.5353589689799
3.144,-17.3091105908666
3.15,-16.991336510075
3.156,-16.6496678137547
3.162,-16.3309003481503
3.168,-16.0604139069379
3.174,-15.8471444482712
3.18,-15.6884370858309
3.186,-15.5713067527797
3.192,-15.4702836305266
3.198,-15.3476984240069
3.204,-15.1647444986127
3.21,-14.9029563123906
3.216,-14.5786034667887
3.222,-14.2329994593181
3.228,-13.9081918239828
3.234,-13.6304952730496
3.24,-13.4091235573622
3.246,-13.2430202803167
3.252,-13.1285500231008
3.258,-13.0649191724291
3.264,-13.0567483985691
3.27,-13.1141996243511
3.276,-13.2517509016704
3.282,-13.4872145529017
3.288,-13.8422615210976
3.294,-14.344581016323
3.3,-15.0307450835901
3.306,-15.9484460069986
3.312,-17.1571793065786
3.318,-18.7281200466722
3.324,-20.7476391842706
3.33,-23.3336160771647
3.336,-26.6618076668941
3.342,-30.7819553938034
3.348,-33.4297610031636
3.354,-31.0213914650909
3.36,-27.8249058081315
3.366,-25.4316340711271
3.372,-23.6835850366489
3.378,-22.3739824610275
3.384,-21.363062479807
3.39,-20.555899088196
3.396,-19.8859932383557
3.402,-19.306771305623
3.408,-18.7861140869425
3.414,-18.3020994265954
3.42,-17.8401629533847
3.426,-17.3917061419013
3.432,-16.9532974721574
3.438,-16.5256407252461
3.444,-16.1123008434593
3.45,-15.7186556266938
3.456,-15.3512437493143
3.462,-15.0171666168756
3.468,-14.7231622076779
3.474,-14.4744301390574
3.48,-14.2736731381954
3.486,-14.1207318888002
3.492,-14.0128351046675
3.498,-13.9452515859975
3.504,-13.9120797006757
3.51,-13.9068379833914
3.516,-13.9223770063829
3.522,-13.9498801655667
3.528,-13.9780498443617
3.534,-13.9952599878713
3.54,-13.9963117710288
3.546,-13.9905822325385
3.552,-14.0049532780177
3.558,-14.0758610943145
3.564,-14.2317035197777
3.57,-14.477773572443
3.576,-14.7955144947005
3.582,-15.1554300747802
3.588,-15.5329803093008
3.594,-15.9160287740814
3.6,-16.3011924213978
