"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-2.61914676126493
2.4,0,2,-2.73500291911057
2.4,0,4,-2.60760964562818
2.4,0,6.00000000000001,-2.28663057511488
2.4,0,7.99999999999998,-1.87009430349038
2.4,0,10,-1.45693973800928
