"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-5.97255025224638
2.4,0,2,-5.61355264400658
2.4,0,4,-5.20492452159843
2.4,0,6.00000000000001,-4.71561878557506
2.4,0,7.99999999999998,-4.09231227733278
2.4,0,10,-3.29910052691478
