"Freq [GHz]","dB(St(1,1)) []"
1.2,-8.03826726707885
1.206,-8.32455221055912
1.212,-8.65045136260203
1.218,-9.01351373988678
1.224,-9.40981932091059
1.23,-9.83372056052333
1.236,-10.2771370519796
1.242,-10.7285100987174
1.248,-11.1716596381766
1.254,-11.584968432045
1.26,-11.9415493222698
1.266,-12.2112169991035
1.272,-12.3648813116448
1.278,-12.3809692182005
1.284,-12.2517226447682
1.29,-11.9861104415142
1.296,-11.6074471348651
1.302,-11.1470333234843
1.308,-10.6371855757303
1.314,-10.1063247981472
1.32,-9.5767963631363
1.326,-9.06472232564155
1.332,-8.58088772047954
1.338,-8.13193429013985
1.344,-7.72148441554403
1.35,-7.35105490374105
1.356,-7.02073878566298
1.362,-6.72967776988296
1.368,-6.47635635860359
1.374,-6.25874345946302
1.38,-6.07430260700777
1.386,-5.91990173196538
1.392,-5.79169793847728
1.398,-5.68517135576243
1.404,-5.59560899603562
1.41,-5.51933139204646
1.416,-5.45551080556705
1.422,-5.40754845296912
1.428,-5.38259663183043
1.434,-5.38899920334655
1.44,-5.4332034882692
1.446,-5.51784428499277
1.452,-5.64128827203006
1.458,-5.79795237408957
1.464,-5.97893021735009
1.47,-6.17310019509533
1.476,-6.36913028318058
1.482,-6.55836652152291
1.488,-6.7377662394013
1.494,-6.91155951375271
1.5,-7.09082789265576
1.506,-7.2913731094495
1.512,-7.53106691535815
1.518,-7.82774180530724
1.524,-8.19797517535083
1.53,-8.65647734241361
1.536,-9.21545089948317
1.542,-9.88307653807158
1.548,-10.6599133848007
1.554,-11.5313145524353
1.56,-12.4534398705948
1.566,-13.3331559978053
1.572,-14.0164259784613
1.578,-14.3263988762488
1.584,-14.1718342943522
1.59,-13.6241833310904
1.596,-12.8549430079848
1.602,-12.0231646053925
1.608,-11.2279555501521
1.614,-10.5157457017054
1.62,-9.89980694274752
1.626,-9.3752136779421
1.632,-8.92793788860071
1.638,-8.53974323385327
1.644,-8.19060998667276
1.65,-7.8610512949593
1.656,-7.53698976058074
1.662,-7.21691178566055
1.668,-6.91504166153096
1.674,-6.65448727120412
1.68,-6.45503527149317
1.686,-6.32576626632906
1.692,-6.26494059609351
1.698,-6.26294650183802
1.704,-6.30544910934408
1.71,-6.37663107141931
1.716,-6.46227010157404
1.722,-6.55142970939026
1.728,-6.63639909128862
1.734,-6.7119752796022
1.74,-6.77504598190832
1.746,-6.82433277883929
1.752,-6.85976562334271
1.758,-6.88150974559494
1.764,-6.88925276998472
1.77,-6.88223721206808
1.776,-6.85988558399245
1.782,-6.82270928138906
1.788,-6.77387649310986
1.794,-6.72170884765064
1.8,-6.68075541736796
1.806,-6.66724402695166
1.812,-6.69027207820411
1.818,-6.74755625215441
1.824,-6.82999350317082
1.83,-6.92875622588596
1.836,-7.03667217334855
1.842,-7.14141326973688
1.848,-7.21626408913447
1.854,-7.22123582653414
1.86,-7.12272777529861
1.866,-6.91681141006466
1.872,-6.63054252690495
1.878,-6.3045020153215
1.884,-5.97826818264841
1.89,-5.68462065676399
1.896,-5.44753230969833
