"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-2.59115868210818
2.4,0,2,-4.08048766248763
2.4,0,4,-6.05941373402944
2.4,0,6.00000000000001,-8.52009803782427
2.4,0,7.99999999999998,-10.7938491823048
2.4,0,10,-10.8248742865934
