"Freq [GHz]","dB(St(1,1)) []"
1.2,-4.05740271186086
1.206,-4.07277667971015
1.212,-4.07768719971795
1.218,-4.07331666288379
1.224,-4.06281788731505
1.23,-4.0507203602278
1.236,-4.04215165556277
1.242,-4.04219036026643
1.248,-4.05555270871502
1.254,-4.08661709407044
1.26,-4.13966632788994
1.266,-4.21920774887117
1.272,-4.33025957485138
1.278,-4.47851037963061
1.284,-4.67024060685678
1.29,-4.91184108638805
1.296,-5.20869980497365
1.302,-5.56322322550679
1.308,-5.9719473449831
1.314,-6.422259191078
1.32,-6.89024455446382
1.326,-7.3420976407217
1.332,-7.7409811490112
1.338,-8.05794255356865
1.344,-8.28117937770833
1.35,-8.41767357277621
1.356,-8.48678747968215
1.362,-8.51095634044835
1.368,-8.5086218679252
1.374,-8.49104421951347
1.38,-8.46212867224807
1.386,-8.42012330528433
1.392,-8.3606283195605
1.398,-8.28042133443872
1.404,-8.18091263782793
1.41,-8.06958129223619
1.416,-7.95859383850135
1.422,-7.86154889802594
1.428,-7.79025088556695
1.434,-7.75284764827641
1.44,-7.75348941735165
1.446,-7.79297667147801
1.452,-7.86984098953467
1.458,-7.98153757598506
1.464,-8.12557566931079
1.47,-8.30042264128624
1.476,-8.50602524870706
1.482,-8.74390181654565
1.488,-9.01692067036222
1.494,-9.32896703810074
1.5,-9.6846668574258
1.506,-10.0892405208687
1.512,-10.5484780651634
1.518,-11.0687882331281
1.524,-11.6572655264492
1.53,-12.3217201417991
1.536,-13.0706105512338
1.542,-13.9128006321118
1.548,-14.8570293837331
1.554,-15.91092178824
1.56,-17.0792359520207
1.566,-18.3606405791899
1.572,-19.7410457795117
1.578,-21.1781072437973
1.584,-22.5661030156207
1.59,-23.6791921629384
1.596,-24.1735675349409
1.602,-23.8238739369123
1.608,-22.7933642428171
1.614,-21.4551817199362
1.62,-20.0874165900108
1.626,-18.8189681997023
1.632,-17.69009970158
1.638,-16.7018872406154
1.644,-15.8406916065775
1.65,-15.088533914158
1.656,-14.4270519324731
1.662,-13.8387155024945
1.668,-13.3070752615962
1.674,-12.8170669177529
1.68,-12.3559913540189
1.686,-11.9152939680932
1.692,-11.4926166921993
1.698,-11.0931619872017
1.704,-10.7296103828426
1.71,-10.4205071450454
1.716,-10.1874371879115
1.722,-10.0509782197853
1.728,-10.0247818950511
1.734,-10.1070269083944
1.74,-10.2692526485125
1.746,-10.4444364404986
1.752,-10.5223607355356
1.758,-10.374803433556
1.764,-9.93035807118889
1.77,-9.24491780021911
1.776,-8.46642739685465
1.782,-7.72878533010086
1.788,-7.09694754576175
1.794,-6.58076993340641
1.8,-6.16618900793454
1.806,-5.83514362805832
1.812,-5.57347811000168
1.818,-5.37281655156022
1.824,-5.23023400339428
1.83,-5.14719581720851
1.836,-5.12827183415075
1.842,-5.17975561261001
1.848,-5.30807921924802
1.854,-5.51791543843553
1.86,-5.81001747254359
1.866,-6.17877535141142
1.872,-6.60894398069877
1.878,-7.07052816819822
1.884,-7.51222141358987
1.89,-7.86008714563742
1.896,-8.03740131122288
1.902,-8.01230034918232
1.908,-7.83486596951524
1.914,-7.61280396579793
1.92,-7.44956947984282
1.926,-7.40788373538857
1.932,-7.51152018897407
1.938,-7.76099529816427
1.944,-8.14523291730219
1.95,-8.6462331513707
1.956,-9.24151467990236
1.962,-9.91059236511743
1.968,-10.6465345409019
1.974,-11.4634729943314
1.98,-12.3877461827355
1.986,-13.4285785039159
1.992,-14.5288580431394
1.998,-15.5025352506104
2.004,-16.0263613315996
2.01,-15.8360414782133
2.016,-15.0002713296529
2.022,-13.8281646656857
2.028,-12.5859790672932
2.034,-11.4103589374495
2.04,-10.3521329287727
2.046,-9.42331438604145
2.052,-8.62190180078669
2.058,-7.94239530738095
2.064,-7.37982770284547
2.07,-6.93128091271057
2.076,-6.59639294934015
2.082,-6.37679602077849
2.088,-6.27294748115513
2.094,-6.2754404527909
2.1,-6.34990573888655
2.106,-6.42801121964825
2.112,-6.43367602760609
2.118,-6.33969870055327
2.124,-6.18377925148004
2.13,-6.0238827743
2.136,-5.89895834817431
2.142,-5.82434451935901
2.148,-5.80214118261354
2.154,-5.83023276924988
2.16,-5.90677920144575
2.166,-6.03154937602028
2.172,-6.20568187988453
2.178,-6.43099768435808
2.184,-6.70958581684362
2.19,-7.04381309877122
2.196,-7.43609777231946
2.202,-7.88690609830439
2.208,-8.38878794176992
2.214,-8.91459759324054
2.22,-9.40148444410448
2.226,-9.74303745962227
2.232,-9.81703205673006
2.238,-9.55907995172417
2.244,-9.01838583702582
2.25,-8.32320294604029
2.256,-7.60140298669803
2.262,-6.93741215737436
2.268,-6.37249250452652
2.274,-5.91993290791339
2.28,-5.57856445359288
2.286,-5.34122568496103
2.292,-5.19924355297657
2.298,-5.14442961967375
2.304,-5.16968249330635
2.31,-5.26895523984899
2.316,-5.43722533524605
2.322,-5.67102027861336
2.328,-5.96954713329573
2.334,-6.33509433364409
2.34,-6.76959142966323
2.346,-7.26405784424255
2.352,-7.78152529448745
2.358,-8.24290857795128
2.364,-8.53664692567366
2.37,-8.5689201058009
2.376,-8.32558752358802
2.382,-7.87928226276548
2.388,-7.33579568847311
2.394,-6.78269352897434
2.4,-6.27341420401086
2.406,-5.83362983384751
2.412,-5.47192046877797
2.418,-5.18778719047644
2.424,-4.97662029105101
2.43,-4.83299712627497
2.436,-4.75353287319297
2.442,-4.73980235336926
2.448,-4.80104883519953
2.454,-4.955838835143
2.46,-5.23177703395536
2.466,-5.662584720829
2.472,-6.28121158245667
2.478,-7.10555138174169
2.484,-8.11330269561476
2.49,-9.21505321610321
2.496,-10.257828025544
2.502,-11.0764753264846
2.508,-11.5505299353429
2.514,-11.6365639473966
2.52,-11.3876792720961
2.526,-10.934087108217
2.532,-10.4209879641492
2.538,-9.95945190694993
2.544,-9.61628278435371
2.55,-9.42519467666371
2.556,-9.40045040868623
2.562,-9.54641847707728
2.568,-9.86308491244709
2.574,-10.3485076919761
2.58,-10.9976788351869
2.586,-11.7958640804375
2.592,-12.7047008078525
2.598,-13.6432210817621
