"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-4.05759753116518
2.4,0,2,-4.41994033016793
2.4,0,4,-4.0911542373523
2.4,0,6.00000000000001,-3.27683078953161
2.4,0,7.99999999999998,-2.3098688710663
2.4,0,10,-1.41488637590073
