"Freq [GHz]","dB(St(1,1)) []"
1.2,-12.6404522983718
1.206,-13.4714566850942
1.212,-13.9374249402239
1.218,-13.9338906533208
1.224,-13.521155531697
1.23,-12.86697129281
1.236,-12.130703248412
1.242,-11.4124285748158
1.248,-10.7605875473981
1.254,-10.1929349781063
1.26,-9.71181375849173
1.266,-9.31224918479305
1.272,-8.985235603026
1.278,-8.71829226596146
1.284,-8.49496539153632
1.29,-8.29518499557842
1.296,-8.09840187235435
1.302,-7.88952720975409
1.308,-7.66410007160164
1.314,-7.42824713659957
1.32,-7.19349107507338
1.326,-6.97082955794507
1.332,-6.76757998644184
1.338,-6.58710468034937
1.344,-6.42990313803969
1.35,-6.29485451102554
1.356,-6.18012922233856
1.362,-6.08373125914628
1.368,-6.00377666522006
1.374,-5.93861870060233
1.38,-5.88689778684242
1.386,-5.84756209513155
1.392,-5.8198793562323
1.398,-5.80344161800004
1.404,-5.79815461988444
1.41,-5.80420688662049
1.416,-5.82202817875889
1.422,-5.85225841389474
1.428,-5.89574355028238
1.434,-5.95355790514867
1.44,-6.02703749584999
1.446,-6.11780322379338
1.452,-6.22774963250846
1.458,-6.3589626351753
1.464,-6.51350002588395
1.47,-6.69292635467433
1.476,-6.89746772293033
1.482,-7.12470350796391
1.488,-7.36791171253115
1.494,-7.61453596722353
1.5,-7.84562358185346
1.506,-8.03734163794653
1.512,-8.16562147246713
1.518,-8.21388366675717
1.524,-8.18086811076165
1.53,-8.08305766791577
1.536,-7.94885395271874
1.542,-7.80838333268971
1.548,-7.68552793723326
1.554,-7.59514957032643
1.56,-7.54420510028861
1.566,-7.53430501398988
1.572,-7.56417395550539
1.578,-7.63151443742748
1.584,-7.73424578161391
1.59,-7.87109817671431
1.596,-8.04146315640324
1.602,-8.24459153202652
1.608,-8.47859203679523
1.614,-8.73968068170823
1.62,-9.02168685508498
1.626,-9.31557963662306
1.632,-9.60910920584992
1.638,-9.88714951167325
1.644,-10.1331617754674
1.65,-10.3311622687484
1.656,-10.4670781225857
1.662,-10.5295107015398
1.668,-10.5108962267825
1.674,-10.4092240074939
1.68,-10.229258281507
1.686,-9.98222775515013
1.692,-9.68391778696218
1.698,-9.35196100067102
1.704,-9.00330554626949
1.71,-8.65250006694623
1.716,-8.31100389769807
1.722,-7.98743440815609
1.728,-7.68840122946783
1.734,-7.41929080613781
1.74,-7.18447733340675
1.746,-6.9871932748493
1.752,-6.82968075391747
1.758,-6.7135473479439
1.764,-6.63977210557556
1.77,-6.60850526649178
1.776,-6.61923225312799
1.782,-6.67089016131021
1.788,-6.76118134732709
1.794,-6.88588516539185
1.8,-7.03956698181243
1.806,-7.21746289722291
1.812,-7.41666743867279
1.818,-7.63506975698956
1.824,-7.86899577202331
1.83,-8.11241447995768
1.836,-8.35932307044159
1.842,-8.60825225732451
1.848,-8.86630898534068
1.854,-9.15022418455662
1.86,-9.48315267171047
1.866,-9.88804708764302
1.872,-10.3803564359349
1.878,-10.9633384318368
1.884,-11.6276242318751
1.89,-12.3537359059298
1.896,-13.1147707249214
1.902,-13.8782146568358
1.908,-14.6092624822308
1.914,-15.2792661523177
1.92,-15.8785931226309
1.926,-16.4249979279408
1.932,-16.9566602684915
1.938,-17.5089215310636
1.944,-18.0816386040994
1.95,-18.5966050691269
1.956,-18.8482380645386
1.962,-18.538779552167
1.968,-17.5421129116747
1.974,-16.1093578801766
1.98,-14.6343585782091
1.986,-13.3843146367237
1.992,-12.4675594629106
1.998,-11.8786896225105
2.004,-11.5196066050099
2.01,-11.2134080385811
2.016,-10.780040553235
2.022,-10.1673876450708
2.028,-9.47452818919227
2.034,-8.8348317752726
2.04,-8.32850911498299
2.046,-7.97933458311832
2.052,-7.77954072316154
2.058,-7.70805698925789
2.064,-7.73801282808937
2.07,-7.83779829415757
2.076,-7.97023978361699
2.082,-8.09392601229818
2.088,-8.16917593029119
2.094,-8.16660643239723
2.1,-8.07213199655153
2.106,-7.88688992648145
2.112,-7.62768244680922
2.118,-7.32688454702064
2.124,-7.02479074851328
2.13,-6.75759718181662
2.136,-6.54992135527891
2.142,-6.4138003946466
2.148,-6.35054317374114
2.154,-6.352268660437
2.16,-6.40221054357344
2.166,-6.47440357642454
2.172,-6.53467390807905
2.178,-6.5467642547088
2.184,-6.4868332884679
2.19,-6.36055585502409
2.196,-6.2069425673123
2.202,-6.08286407525606
2.208,-6.04367627911585
2.214,-6.13497460834691
2.22,-6.39292520569127
2.226,-6.84253884945476
2.232,-7.48874381315907
2.238,-8.30344517319297
2.244,-9.21350639923368
2.25,-10.0939779531245
2.256,-10.783602288194
2.262,-11.1468540656653
2.268,-11.1524973939851
2.274,-10.8827458116712
2.28,-10.4674017992485
2.286,-10.0225354075889
2.292,-9.62771468814699
2.298,-9.32531288085226
2.304,-9.12687348743157
2.31,-9.02187063371241
2.316,-8.98726622711362
2.322,-8.99646369411579
2.328,-9.0263568343187
2.334,-9.06158552168259
2.34,-9.09580570456404
2.346,-9.13050938248737
2.352,-9.17233529313459
2.358,-9.22974146660004
2.364,-9.30952802095594
2.37,-9.413330455838
2.376,-9.53431032361157
2.382,-9.65552243203925
2.388,-9.75382377426831
2.394,-9.8129436401605
2.4,-9.83997287043021
2.406,-9.86925560170777
2.412,-9.94826871056897
2.418,-10.1198154128228
2.424,-10.4132094402742
2.43,-10.8426454615902
2.436,-11.4047597141801
2.442,-12.0693371927621
2.448,-12.7618282592805
2.454,-13.3483901920246
2.46,-13.6589562328522
2.466,-13.5808399362946
2.472,-13.1525237456189
2.478,-12.5320688059832
2.484,-11.8851873236626
2.49,-11.3215130756534
2.496,-10.8945801927544
2.502,-10.6227288227373
2.508,-10.5068773062649
2.514,-10.5405388231812
2.52,-10.7135115544288
2.526,-11.0115689999305
2.532,-11.4150745926422
2.538,-11.9002303014389
2.544,-12.4447476202175
2.55,-13.0333065462862
2.556,-13.6539985298871
2.562,-14.283403906201
2.568,-14.8699843714088
2.574,-15.3333379457812
2.58,-15.5936336823302
2.586,-15.6181683373629
2.592,-15.440235779277
2.598,-15.1324976158777
2.604,-14.773234439582
2.61,-14.4357636330205
2.616,-14.1847025997053
2.622,-14.0541868941033
2.628,-14.0224191765455
2.634,-14.0220939117005
2.64,-13.9907619777767
2.646,-13.915870526683
2.652,-13.8292818135727
2.658,-13.763619897508
2.664,-13.7237631020066
2.67,-13.6961277577331
2.676,-13.6717977154402
2.682,-13.6537405640222
2.688,-13.6477929208823
2.694,-13.655890760899
2.7,-13.6779706712203
2.706,-13.7159281948479
2.712,-13.7750253043318
2.718,-13.8633834362411
2.724,-13.9912295331603
2.73,-14.1704823542012
2.736,-14.4144703765526
2.742,-14.7373381805133
2.748,-15.1526454068093
