"Freq [GHz]","dB(St(1,1)) []"
1.2,-7.90845025541241
1.206,-7.32858385647404
1.212,-6.81757155339333
1.218,-6.37797911286186
1.224,-6.0143683387328
1.23,-5.73200470197072
1.236,-5.53558636514785
1.242,-5.42805131366561
1.248,-5.40955368690357
1.254,-5.47679046365034
1.26,-5.62290438121193
1.266,-5.83809324835788
1.272,-6.11081324873592
1.278,-6.42918847593671
1.284,-6.78210014751353
1.29,-7.15953979508692
1.296,-7.55217222123097
1.302,-7.95057484921292
1.308,-8.34510746494557
1.314,-8.72742785900933
1.32,-9.09380363649173
1.326,-9.44870780611175
1.332,-9.80622052688032
1.338,-10.1880534067798
1.344,-10.6196073192773
1.35,-11.1266584173055
1.356,-11.7342653381037
1.362,-12.4679761375594
1.368,-13.3568285517177
1.374,-14.4380480224908
1.38,-15.7643700889257
1.386,-17.4166245888675
1.392,-19.5272749993138
1.398,-22.3223871731256
1.404,-26.1152577704063
1.41,-29.9146694465924
1.416,-27.9855494467959
1.422,-23.9067594803442
1.428,-20.8306693929044
1.434,-18.5787737111484
1.44,-16.877984751292
1.446,-15.5653643849284
1.452,-14.5418647922201
1.458,-13.740532426427
1.464,-13.1104183809867
1.47,-12.6102658860831
1.476,-12.2082120662133
1.482,-11.8835663513064
1.488,-11.6270421880126
1.494,-11.4382371892282
1.5,-11.3217410502866
1.506,-11.2838351914778
1.512,-11.330777939135
1.518,-11.4686491021208
1.524,-11.7041787065099
1.53,-12.0455029540537
1.536,-12.5009834751087
1.542,-13.0735415871245
1.548,-13.749055968908
1.554,-14.4817601195932
1.56,-15.1858420413284
1.566,-15.7463662352827
1.572,-16.0575915597768
1.578,-16.0731375658227
1.584,-15.8264240494516
1.59,-15.4020042702233
1.596,-14.8899195303955
1.602,-14.3585896255293
1.608,-13.8495945115807
1.614,-13.3823357176139
1.62,-12.9600938111626
1.626,-12.5750926638129
1.632,-12.2131086018178
1.638,-11.8581357616287
1.644,-11.4957973291726
1.65,-11.1139323527064
1.656,-10.7024667125206
1.662,-10.2559398649629
1.668,-9.77697505371301
1.674,-9.27664025425892
1.68,-8.77129519249523
1.686,-8.27842525937672
1.692,-7.81354737965976
1.698,-7.3887552207318
1.704,-7.01253043388567
1.71,-6.69022782897445
1.716,-6.42477234942634
1.722,-6.21730355134933
1.728,-6.06765503373215
1.734,-5.97462134121856
1.74,-5.93597550973328
1.746,-5.94840549718253
1.752,-6.00809049864061
1.758,-6.11262000023849
1.764,-6.26342610103618
1.77,-6.46663487589072
1.776,-6.73128009105223
1.782,-7.06537946843136
1.788,-7.47021313769261
1.794,-7.93268358117959
1.8,-8.41858652470232
1.806,-8.87712677201049
1.812,-9.26691326681946
1.818,-9.58736086991404
1.824,-9.87936429892016
1.83,-10.1971379067227
1.836,-10.587802581363
1.842,-11.0909142209498
1.848,-11.742840901139
1.854,-12.5705901626448
1.86,-13.5671595247684
1.866,-14.6476013482099
1.872,-15.6072030260242
1.878,-16.1629994637289
1.884,-16.1520621818521
1.89,-15.682949981506
1.896,-15.0027227631748
1.902,-14.3078611433739
1.908,-13.7008527077982
1.914,-13.2212984607701
1.92,-12.8766245370342
1.926,-12.6585948621198
1.932,-12.5506480247601
1.938,-12.5314117490669
1.944,-12.5775601913354
1.95,-12.6669192768153
1.956,-12.7809393012018
1.962,-12.9056828927452
1.968,-13.0316215908024
1.974,-13.1520598779788
1.98,-13.2583753396394
1.986,-13.3314546393899
1.992,-13.3350843760915
1.998,-13.2252199843529
2.004,-12.9820013446794
2.01,-12.636971309371
2.016,-12.2590837611006
2.022,-11.9167715804359
2.028,-11.657088038448
2.034,-11.5077607145345
2.04,-11.4873286151769
2.046,-11.6144303653962
2.052,-11.9146331892012
2.058,-12.4251965433686
2.064,-13.1979400099311
2.07,-14.3003481292567
2.076,-15.8164040359017
2.082,-17.8508179121994
2.088,-20.5325365440432
2.094,-23.911535755946
2.1,-26.9582518275536
2.106,-26.3729001932326
2.112,-23.5722223259004
2.118,-21.1387135891437
2.124,-19.3476356252414
2.13,-18.0592658221611
2.136,-17.1486820904777
2.142,-16.5356090843148
2.148,-16.1748176934113
2.154,-16.0443821949521
2.16,-16.137159015135
2.166,-16.4575675226989
2.172,-17.0222554720325
2.178,-17.860418520671
2.184,-19.0037675983491
2.19,-20.43663116794
2.196,-21.942606709232
2.202,-22.9155817801319
2.208,-22.8458081576382
2.214,-22.1999531880587
2.22,-21.7610791995101
2.226,-21.9724919914359
2.232,-23.1278192059845
2.238,-25.7047677638128
2.244,-30.8446235791942
2.25,-33.1841704535445
2.256,-25.6762272336672
2.262,-20.9175344488481
2.268,-17.7969928197127
2.274,-15.6071849643638
2.28,-14.0456215004456
2.286,-12.9609517729627
2.292,-12.2669535611597
2.298,-11.910903083875
2.304,-11.8613140282481
2.31,-12.0990892667623
2.316,-12.6037762206915
2.322,-13.329769735579
2.328,-14.1661051472545
2.334,-14.890926195221
2.34,-15.2070481674022
2.346,-14.9584342169418
2.352,-14.2933070794761
2.358,-13.4910838626531
2.364,-12.7467793958564
2.37,-12.1388030217227
2.376,-11.6764474698725
2.382,-11.340949434631
2.388,-11.1084459431323
2.394,-10.961539411397
2.4,-10.8945258820277
