"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-6.54843624777814
2.4,0,2,-8.90861878202608
2.4,0,4,-10.273383674981
2.4,0,6.00000000000001,-9.15486241648643
2.4,0,7.99999999999998,-6.77212746046673
2.4,0,10,-4.50592339697846
