"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-6.9344309459841
2.4,0,2,-4.69728442217536
2.4,0,4,-2.71829662043769
2.4,0,6.00000000000001,-1.08584284822489
2.4,0,7.99999999999998,0.234731651798034
2.4,0,10,1.2920211781875
