"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-2.8229855719326
2.4,0,2,-2.82048291509802
2.4,0,4,-2.92992528623765
2.4,0,6.00000000000001,-3.16906495877981
2.4,0,7.99999999999998,-3.55502419560482
2.4,0,10,-4.10258066383684
