"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,3.58986272666515
2.4,0,2,3.44080996685269
2.4,0,4,3.20613577725552
2.4,0,6.00000000000001,2.89987264852144
2.4,0,7.99999999999998,2.54082257085669
2.4,0,10,2.15286577353241
