"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,1.65715731844427
2.4,0,2,2.05643516536411
2.4,0,4,2.35668286205971
2.4,0,6.00000000000001,2.55631480891746
2.4,0,7.99999999999998,2.66108250305329
2.4,0,10,2.68447791229303
