"Freq [GHz]","dB(St(1,1)) []"
1.2,-3.30790041353403
1.206,-3.39889082661459
1.212,-3.49668195984356
1.218,-3.60639651109687
1.224,-3.73336143667218
1.23,-3.88259501001099
1.236,-4.05897901109824
1.242,-4.26765518819442
1.248,-4.5144394801359
1.254,-4.80620431383739
1.26,-5.15123175699837
1.266,-5.55953778566982
1.272,-6.04313328660535
1.278,-6.61611188877753
1.284,-7.29429285126155
1.29,-8.09378508558215
1.296,-9.02701687648472
1.302,-10.0930006351609
1.308,-11.2555488953597
1.314,-12.4025468585702
1.32,-13.3034258549266
1.326,-13.6633708161214
1.332,-13.3573805406009
1.338,-12.5647246586506
1.344,-11.5689069889797
1.35,-10.5598596555953
1.356,-9.61998794957703
1.362,-8.77466090360766
1.368,-8.02849976104652
1.374,-7.38002658809511
1.38,-6.82495883573613
1.386,-6.35652419277523
1.392,-5.96608737383887
1.398,-5.6442472772222
1.404,-5.38183359906699
1.41,-5.17051043163813
1.416,-5.00299866373838
1.422,-4.87304335811764
1.428,-4.77525713864451
1.434,-4.70494914319109
1.44,-4.65802659980824
1.446,-4.63101776326779
1.452,-4.62119305172814
1.458,-4.62667883878588
1.464,-4.64643476802399
1.47,-4.68004252389404
1.476,-4.72737342036287
1.482,-4.78826219560639
1.488,-4.86229242734315
1.494,-4.94875462914702
1.5,-5.04680766381768
1.506,-5.15583259900506
1.512,-5.27590419728153
1.518,-5.4082775740179
1.524,-5.55585906543027
1.53,-5.72375262684546
1.536,-5.91998082846268
1.542,-6.15622926735625
1.548,-6.44803048597252
1.554,-6.81362890920989
1.56,-7.27140309541687
1.566,-7.83689205953255
1.572,-8.5206770066716
1.578,-9.32654114651004
1.584,-10.2462425749233
1.59,-11.2440336465834
1.596,-12.2232859102126
1.602,-12.9863198325564
1.608,-13.2698047548208
1.614,-12.9507770607965
1.62,-12.2027687213416
1.626,-11.3268287728337
1.632,-10.5359521101605
1.638,-9.92258446445431
1.644,-9.51057794041344
1.65,-9.29968354723369
1.656,-9.28747976942745
1.662,-9.47730621075285
1.668,-9.88018450996303
1.674,-10.5138531450529
1.68,-11.3969023479668
1.686,-12.5275890701863
1.692,-13.8192227141357
1.698,-14.9564558471007
1.704,-15.3311233592839
1.71,-14.5991886752307
1.716,-13.1992830960889
1.722,-11.7072274816347
1.728,-10.3861384860823
1.734,-9.29239957785443
1.74,-8.40787142920866
1.746,-7.69545525728557
1.752,-7.11713639292774
1.758,-6.63954030135874
1.764,-6.23637566983977
1.77,-5.88960448834718
1.776,-5.58831753539281
1.782,-5.32595542205661
1.788,-5.09840947137752
1.794,-4.90374038336949
1.8,-4.74197176352505
1.806,-4.61379846664187
1.812,-4.51869738602049
1.818,-4.45344888525259
1.824,-4.41132959186219
1.83,-4.38178937683336
1.836,-4.35097001338813
1.842,-4.30416336055615
1.848,-4.23090471866403
1.854,-4.13093422759744
1.86,-4.01632893619317
1.866,-3.90644729424308
1.872,-3.81878713841712
1.878,-3.76252042286509
1.884,-3.73764077494534
1.89,-3.73762082185051
1.896,-3.75271077167473
1.902,-3.77272254804696
1.908,-3.78926660548797
1.914,-3.79738376733935
1.92,-3.79619457612867
1.926,-3.78832044324342
1.932,-3.7784290746535
1.938,-3.77171025131672
1.944,-3.77292669998116
1.95,-3.78614955317938
1.956,-3.81490318013323
1.962,-3.86237608970416
1.968,-3.93144981731161
1.974,-4.02443180619606
1.98,-4.1425719763548
1.986,-4.28571050561593
1.992,-4.45252403229796
1.998,-4.64147061479124
2.004,-4.85189152685713
2.01,-5.08461142358143
2.016,-5.34192799547958
2.022,-5.62723912491389
2.028,-5.94421555717032
2.034,-6.29489610704812
2.04,-6.67626031605274
2.046,-7.07625360404832
2.052,-7.4725000468587
2.058,-7.83810174197252
2.064,-8.15529539847481
2.07,-8.42860638444454
2.076,-8.68508175403103
2.082,-8.960406126805
2.088,-9.28297729580744
2.094,-9.66611337645638
2.1,-10.1086366065782
2.106,-10.5990757268666
2.112,-11.1188502682972
2.118,-11.6414855452565
2.124,-12.1308063943047
2.13,-12.5526666693471
2.136,-12.9069667199462
2.142,-13.2426388275508
2.148,-13.620684386957
2.154,-14.0545000519497
2.16,-14.461646225049
2.166,-14.6556912663792
2.172,-14.4627466404185
2.178,-13.9326920701155
2.184,-13.3387141379031
2.19,-12.951960634362
2.196,-12.9125443841771
2.202,-13.2377257934411
2.208,-13.8385381620709
2.214,-14.4769232060295
2.22,-14.7268714242693
2.226,-14.2225062037551
2.232,-13.1018560123436
2.238,-11.8410163803462
2.244,-10.8010797551307
2.25,-10.1346408117371
2.256,-9.85618012599229
2.262,-9.89320931491448
2.268,-10.1131319578137
2.274,-10.3510485112283
2.28,-10.4567351614922
2.286,-10.3517701171657
2.292,-10.0500017794375
2.298,-9.61893697689753
2.304,-9.12745334653609
2.31,-8.62366406569153
2.316,-8.13863937454974
2.322,-7.69484317189502
2.328,-7.30937532507034
2.334,-6.99348177167394
2.34,-6.75235089096499
2.346,-6.58664646807556
2.352,-6.4950003956837
2.358,-6.47649181945271
2.364,-6.53264423517605
2.37,-6.66866948994678
2.376,-6.8938816046999
2.382,-7.22152263104126
2.388,-7.66817850069903
2.394,-8.25234662703104
2.4,-8.9908113740832
2.406,-9.89018499805489
2.412,-10.9283394592048
2.418,-12.0169062200211
2.424,-12.9466144314951
2.43,-13.3908073223238
2.436,-13.1179664858036
2.442,-12.2418953318084
2.448,-11.0854101737463
2.454,-9.90668705374149
2.46,-8.8342100717961
2.466,-7.9127472780238
2.472,-7.1462554771963
2.478,-6.5211756813997
2.484,-6.01794923010191
2.49,-5.61636758076302
2.496,-5.29753423258049
2.502,-5.04417455239805
2.508,-4.84060252955194
2.514,-4.67319106722514
2.52,-4.53144921950816
2.526,-4.40899410362131
2.532,-4.30351022888155
2.538,-4.215524780833
2.544,-4.1467056132435
2.55,-4.09850328171047
2.556,-4.07145146296304
2.562,-4.0649968249083
2.568,-4.07762823815469
2.574,-4.10715412737825
2.58,-4.15105626686101
2.586,-4.20691152218984
2.592,-4.27291660232723
2.598,-4.34849828701388
2.604,-4.43489760518757
2.61,-4.53563847370102
2.616,-4.6567940989339
2.622,-4.80655061866423
2.628,-4.99284559323447
2.634,-5.21842331684494
2.64,-5.47640653331466
2.646,-5.75237271281837
2.652,-6.03257850558628
2.658,-6.30974693979857
2.664,-6.58211031073501
2.67,-6.84966142173528
2.676,-7.11209959202899
2.682,-7.3697005653302
2.688,-7.62611748261668
2.694,-7.89082538440485
2.7,-8.17841006701256
2.706,-8.50314795878401
2.712,-8.87008000506357
2.718,-9.26642364076086
2.724,-9.659284826259
2.73,-10.0066312501557
2.736,-10.2824360047414
2.742,-10.5002243325854
2.748,-10.7116236549089
2.754,-10.9798723978652
2.76,-11.3545639528014
2.766,-11.8661050737801
2.772,-12.5345640348057
2.778,-13.37881236832
2.784,-14.4183765861864
2.79,-15.6678871515554
2.796,-17.1246878050408
2.802,-18.745052624098
2.808,-20.3980489807813
2.814,-21.7981865234674
2.82,-22.5160317823276
2.826,-22.2658987022388
2.832,-21.2065642307415
2.838,-19.7258756387451
2.844,-18.1221502540358
2.85,-16.5551113905634
2.856,-15.0980727344484
2.862,-13.7776131094122
2.868,-12.5987547618451
2.874,-11.5639531345647
2.88,-10.6813099963919
2.886,-9.95890914118394
2.892,-9.39544496887815
2.898,-8.97836808667275
2.904,-8.6888038640863
2.91,-8.50679060779879
2.916,-8.41355572872941
2.922,-8.39132672657171
2.928,-8.42246465560645
2.934,-8.4893963963599
2.94,-8.57591274770764
2.946,-8.66943878331423
2.952,-8.7632673052988
2.958,-8.8577674097479
2.964,-8.96019017492415
2.97,-9.08346754977028
2.976,-9.2448984710396
2.982,-9.46560806226507
2.988,-9.7711485008464
2.994,-10.1928858354064
3,-10.7693831013789
3.006,-11.5472077159316
3.012,-12.5814440092866
3.018,-13.9371776904233
3.024,-15.6930953255428
3.03,-17.9428300011312
3.036,-20.7544501932979
3.042,-23.8512924845397
3.048,-25.5439142905707
3.054,-24.3654900973629
3.06,-22.3147933851049
3.066,-20.62375009437
3.072,-19.3854161772514
3.078,-18.4830009252001
3.084,-17.8018675317601
3.09,-17.2565850750386
3.096,-16.7900944821087
3.102,-16.3688203636099
3.108,-15.9771035507943
3.114,-15.6117448255839
3.12,-15.2769097972304
3.126,-14.9796279250032
3.132,-14.7263886657146
3.138,-14.5212806149784
3.144,-14.3656023493659
3.15,-14.2584043375629
3.156,-14.1974223019722
3.162,-14.1802121034925
3.168,-14.2055727596362
3.174,-14.2752870210474
3.18,-14.3959392746169
3.186,-14.5804312509759
3.192,-14.8489516704364
3.198,-15.2293508730872
3.204,-15.7569493817563
3.21,-16.473993014388
3.216,-17.4295570589307
3.222,-18.681288096566
3.228,-20.2988338203019
3.234,-22.3568078751575
3.24,-24.8376070385712
3.246,-27.0840751127686
3.252,-27.0831607312222
3.258,-24.7609036963864
3.264,-22.133801960061
3.27,-19.8898606247455
3.276,-18.0459565019679
3.282,-16.5232110063342
3.288,-15.2530605117289
3.294,-14.1861271624431
3.3,-13.2876726515606
3.306,-12.5328555265606
3.312,-11.9031604850164
3.318,-11.3837070613699
3.324,-10.9612423339465
3.33,-10.6228852843979
3.336,-10.3557750906471
3.342,-10.147620076879
3.348,-9.98777565355912
3.354,-9.86806620921615
3.36,-9.78246863488318
3.366,-9.7253580570749
3.372,-9.68917330120171
3.378,-9.66329469877732
3.384,-9.6356648567389
3.39,-9.59688874797151
3.396,-9.54425998478457
3.402,-9.48260451875076
3.408,-9.42106481636839
3.414,-9.36796892944236
3.42,-9.32697955478445
3.426,-9.2963344016349
3.432,-9.2707696607623
3.438,-9.24446413085139
3.444,-9.21356262035318
3.45,-9.17769898097871
3.456,-9.14057374805402
3.462,-9.10981413885076
3.468,-9.0961740002093
3.474,-9.1119426735032
3.48,-9.16864846798793
3.486,-9.274809256458
3.492,-9.43490905540369
3.498,-9.65023832534241
3.504,-9.9211342762804
3.51,-10.2496066982223
3.516,-10.6415399416047
3.522,-11.1078797720958
3.528,-11.6640552597208
3.534,-12.3267530970185
3.54,-13.107885335441
3.546,-14.007971619955
3.552,-15.0144477433353
3.558,-16.1104547111069
3.564,-17.2926407101652
3.57,-18.5883652927747
3.576,-20.0651511526388
3.582,-21.8362191377202
3.588,-24.0695310683804
3.594,-26.9704381157037
3.6,-30.334748489224
