"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,-3.92508578508303
2.4,0,2,-2.35882598135988
2.4,0,4,-1.11684354293743
2.4,0,6.00000000000001,-0.200587260913443
2.4,0,7.99999999999998,0.42820216632209
2.4,0,10,0.815238222049378
