"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,1.01831601829663
2.4,0,2,0.274899860353249
2.4,0,4,-0.687880160797527
2.4,0,6.00000000000001,-1.92736374980326
2.4,0,7.99999999999998,-3.51545437651713
2.4,0,10,-5.5122493175795
