"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainTotal) []"
2.4,0,0,1.37826576693517
2.4,0,2,1.60737570317291
2.4,0,4,1.64425725819277
2.4,0,6.00000000000001,1.47799340241416
2.4,0,7.99999999999998,1.09959178168652
2.4,0,10,0.500382125930268
